cluster,ndvi,nightlight,temp_max,temp_min,precip_mm,mood
0,0.13769522768125356,0.7322669266740665,23.890868454661558,13.77950191570881,0.5732439335887611,sunny_urban
1,0.12953635397945423,36.1940271253835,8.248272957034581,2.1760741364785225,1.3418702611625952,winter_cozy
2,0.15660659408375902,8.231753939115086,18.924615384615386,11.596307692307693,11.090153846153848,rainy_day
3,0.3363840999310477,3.482859665050835,21.519298245614035,11.938947368421053,0.7049122807017552,summer_green
